purchase_id,item_id,Customer ID,Purchase Amount (USD),Season,Review Rating,Payment Method,Shipping Type,Discount Applied,Promo Code Used
525,1190,525,39,3,4.8,6,3,Yes,Yes
526,318,526,37,2,3.2,3,4,Yes,Yes
527,998,527,52,4,4.9,2,5,Yes,Yes
528,1770,528,23,4,4.3,1,4,Yes,Yes
529,1499,529,88,4,3.2,6,2,Yes,Yes
530,1341,530,84,1,3.7,2,5,Yes,Yes
531,362,531,37,4,3.2,6,6,Yes,Yes
532,1032,532,51,1,3.4,1,4,Yes,Yes
533,942,533,76,4,4.1,1,2,Yes,Yes
534,1031,534,60,2,4.5,5,4,Yes,Yes
535,450,535,72,1,4.5,1,4,Yes,Yes
536,1761,536,45,2,3.2,3,3,Yes,Yes
537,780,537,84,1,4.4,4,6,Yes,Yes
538,202,538,49,3,3.0,3,6,Yes,Yes
539,1590,539,22,2,3.2,5,3,Yes,Yes
540,334,540,48,4,4.0,2,6,Yes,Yes
541,399,541,37,2,3.1,6,4,Yes,Yes
542,735,542,27,1,2.8,1,4,Yes,Yes
543,288,543,79,2,4.6,6,4,Yes,Yes
544,1439,544,98,2,4.3,4,2,Yes,Yes
545,1077,545,64,3,3.3,2,5,Yes,Yes
546,300,546,32,3,3.5,1,1,Yes,Yes
547,679,547,74,4,3.4,2,3,Yes,Yes
548,751,548,50,4,2.8,4,3,Yes,Yes
549,22,549,64,4,4.6,5,6,Yes,Yes
550,51,550,29,1,3.6,2,2,Yes,Yes
551,98,551,62,3,3.3,2,6,Yes,Yes
552,359,552,78,1,3.1,6,1,Yes,Yes
553,1784,553,94,1,3.5,1,2,Yes,Yes
554,1644,554,59,4,3.2,6,2,Yes,Yes
555,1492,555,47,3,3.0,5,2,Yes,Yes
556,479,556,57,1,4.8,1,2,Yes,Yes
557,298,557,90,4,5.0,3,6,Yes,Yes
558,1207,558,60,2,2.9,5,3,Yes,Yes
559,1469,559,77,1,3.2,6,2,Yes,Yes
560,1119,560,41,1,2.9,1,6,Yes,Yes
561,877,561,48,1,3.3,5,3,Yes,Yes
562,751,562,65,1,2.6,3,4,Yes,Yes
563,817,563,62,3,3.5,5,5,Yes,Yes
564,1259,564,99,1,4.4,5,5,Yes,Yes
565,688,565,58,4,3.4,2,4,Yes,Yes
566,9,566,43,1,4.2,1,6,Yes,Yes
567,1483,567,93,2,3.6,5,6,Yes,Yes
568,199,568,50,4,3.0,6,4,Yes,Yes
569,957,569,88,3,4.0,1,3,Yes,Yes
570,1418,570,33,1,4.4,5,2,Yes,Yes
571,1819,571,99,1,4.1,3,5,Yes,Yes
572,788,572,76,2,3.6,6,3,Yes,Yes
573,1152,573,97,3,4.6,3,4,Yes,Yes
574,966,574,68,3,3.2,2,1,Yes,Yes
575,1467,575,79,1,4.8,5,3,Yes,Yes
576,826,576,86,1,4.8,6,2,Yes,Yes
577,606,577,68,4,5.0,6,1,Yes,Yes
578,1403,578,52,1,3.7,5,6,Yes,Yes
579,1055,579,90,1,4.6,4,4,Yes,Yes
580,1060,580,41,4,3.7,4,3,Yes,Yes
581,1709,581,80,2,4.1,5,3,Yes,Yes
582,1738,582,100,4,2.7,3,6,Yes,Yes
583,746,583,77,2,4.9,4,6,Yes,Yes
584,1326,584,78,2,4.0,5,6,Yes,Yes
585,1570,585,94,2,4.7,5,3,Yes,Yes
586,1555,586,23,1,2.8,3,4,Yes,Yes
587,700,587,20,4,4.9,6,1,Yes,Yes
588,1577,588,86,1,4.2,5,2,Yes,Yes
589,262,589,60,1,3.0,4,5,Yes,Yes
590,1198,590,70,1,3.4,4,1,Yes,Yes
591,127,591,39,1,4.6,3,5,Yes,Yes
592,11,592,37,1,4.2,3,6,Yes,Yes
593,244,593,29,1,3.2,6,3,Yes,Yes
594,342,594,35,4,4.4,2,6,Yes,Yes
595,701,595,83,4,2.5,2,4,Yes,Yes
596,1276,596,77,3,3.6,3,4,Yes,Yes
597,1308,597,37,3,4.5,5,6,Yes,Yes
598,868,598,69,3,3.4,1,5,Yes,Yes
599,374,599,66,4,3.2,3,1,Yes,Yes
600,237,600,26,2,4.2,2,5,Yes,Yes
601,609,601,63,2,5.0,4,1,Yes,Yes
602,33,602,38,3,4.7,2,6,Yes,Yes
603,1245,603,58,3,4.2,6,4,Yes,Yes
604,515,604,46,4,3.4,4,1,Yes,Yes
605,1659,605,92,1,4.4,1,6,Yes,Yes
606,645,606,32,4,4.2,4,5,Yes,Yes
607,1113,607,90,2,4.5,3,5,Yes,Yes
608,670,608,23,1,2.8,5,4,Yes,Yes
609,47,609,25,1,3.3,4,4,Yes,Yes
610,1691,610,54,1,4.6,2,4,Yes,Yes
611,1331,611,72,3,2.5,4,3,Yes,Yes
612,1112,612,33,4,4.7,3,6,Yes,Yes
613,590,613,43,1,4.6,5,2,Yes,Yes
614,299,614,51,1,2.6,2,5,Yes,Yes
615,892,615,85,4,4.0,2,5,Yes,Yes
616,1028,616,100,3,2.6,4,4,Yes,Yes
617,453,617,72,2,4.6,2,3,Yes,Yes
618,33,618,57,1,2.6,4,5,Yes,Yes
619,733,619,94,2,4.0,3,2,Yes,Yes
620,25,620,34,3,4.6,4,6,Yes,Yes
621,22,621,89,1,3.7,5,1,Yes,Yes
622,1661,622,27,1,4.4,4,6,Yes,Yes
623,1579,623,63,2,4.0,3,4,Yes,Yes
624,1280,624,70,1,4.7,1,5,Yes,Yes
625,1011,625,87,1,3.4,6,2,Yes,Yes
626,900,626,79,1,4.0,6,4,Yes,Yes
627,1630,627,79,2,3.9,3,5,Yes,Yes
628,1018,628,44,4,4.1,6,2,Yes,Yes
629,1718,629,85,1,3.7,6,1,Yes,Yes
630,1236,630,90,2,4.7,1,5,Yes,Yes
631,923,631,94,1,4.3,2,1,Yes,Yes
632,276,632,68,3,4.1,6,6,Yes,Yes
633,39,633,51,4,3.9,6,4,Yes,Yes
634,1052,634,33,2,2.9,1,2,Yes,Yes
635,1494,635,60,3,3.9,1,5,Yes,Yes
636,679,636,59,1,4.3,5,1,Yes,Yes
637,535,637,30,3,2.8,2,6,Yes,Yes
638,1701,638,20,4,3.4,2,1,Yes,Yes
639,1064,639,20,3,2.7,6,2,Yes,Yes
640,378,640,24,2,4.0,3,1,Yes,Yes
641,1409,641,88,3,4.4,4,6,Yes,Yes
642,182,642,78,4,3.9,6,1,Yes,Yes
643,1396,643,25,2,2.8,3,1,Yes,Yes
644,1741,644,57,4,3.2,6,4,Yes,Yes
645,45,645,93,3,4.3,6,4,Yes,Yes
646,711,646,42,3,4.2,3,2,Yes,Yes
647,285,647,54,2,4.9,4,5,Yes,Yes
648,208,648,70,3,3.7,1,2,Yes,Yes
649,679,649,31,4,4.1,1,6,Yes,Yes
650,953,650,93,2,4.2,3,6,Yes,Yes
651,468,651,40,2,3.9,6,4,Yes,Yes
652,604,652,32,3,2.9,5,4,Yes,Yes
653,1622,653,27,4,3.1,5,3,Yes,Yes
654,1123,654,68,4,3.6,3,1,Yes,Yes
655,514,655,59,3,4.4,1,1,Yes,Yes
656,561,656,36,1,3.1,4,3,Yes,Yes
657,815,657,23,3,3.9,4,5,Yes,Yes
658,772,658,80,4,4.3,5,3,Yes,Yes
659,56,659,37,1,4.9,4,6,Yes,Yes
660,1357,660,52,2,3.6,4,1,Yes,Yes
661,325,661,79,1,5.0,4,1,Yes,Yes
662,1226,662,68,1,4.1,2,6,Yes,Yes
663,446,663,98,1,2.8,4,2,Yes,Yes
664,393,664,83,1,4.7,2,2,Yes,Yes
665,971,665,83,4,4.4,2,2,Yes,Yes
666,976,666,55,2,4.9,2,1,Yes,Yes
667,672,667,26,4,3.1,2,3,Yes,Yes
668,1648,668,76,4,2.6,4,5,Yes,Yes
669,1807,669,85,1,2.9,3,2,Yes,Yes
670,756,670,89,2,3.3,5,3,Yes,Yes
671,1744,671,41,2,4.8,3,4,Yes,Yes
672,729,672,30,4,4.7,5,2,Yes,Yes
673,1563,673,53,4,3.3,2,1,Yes,Yes
674,1193,674,66,2,4.2,2,3,Yes,Yes
675,927,675,33,4,4.7,6,6,Yes,Yes
676,1645,676,86,2,2.6,3,1,Yes,Yes
677,976,677,60,4,2.9,4,1,Yes,Yes
678,1585,678,62,3,2.7,5,2,Yes,Yes
679,184,679,74,1,3.3,3,6,Yes,Yes
680,1059,680,95,1,3.4,5,2,Yes,Yes
681,1485,681,25,2,4.2,6,2,Yes,Yes
682,1230,682,59,4,3.8,5,1,Yes,Yes
683,752,683,29,3,4.0,4,5,Yes,Yes
684,1075,684,36,4,2.7,6,3,Yes,Yes
685,627,685,82,3,4.7,1,2,Yes,Yes
686,212,686,71,4,3.5,3,5,Yes,Yes
687,1677,687,35,1,3.0,5,1,Yes,Yes
688,507,688,38,4,3.3,2,3,Yes,Yes
689,1141,689,59,3,4.7,2,6,Yes,Yes
690,689,690,91,3,4.7,2,2,Yes,Yes
691,1376,691,68,2,4.8,1,5,Yes,Yes
692,16,692,21,3,2.9,3,5,Yes,Yes
693,1627,693,95,2,4.0,6,1,Yes,Yes
694,1324,694,52,2,3.1,3,3,Yes,Yes
695,415,695,21,1,3.5,6,1,Yes,Yes
696,1375,696,67,3,3.7,1,4,Yes,Yes
697,74,697,42,1,2.8,1,5,Yes,Yes
698,1150,698,63,3,4.6,1,3,Yes,Yes
699,264,699,41,4,3.8,5,5,Yes,Yes
700,530,700,46,1,2.6,1,1,Yes,Yes
701,952,701,79,4,4.1,6,5,Yes,Yes
702,235,702,90,1,3.3,2,4,Yes,Yes
703,1207,703,71,4,3.4,1,6,Yes,Yes
704,381,704,87,3,3.0,4,5,Yes,Yes
705,699,705,66,2,3.2,6,2,Yes,Yes
706,1006,706,90,3,4.5,5,3,Yes,Yes
707,813,707,47,3,4.8,6,2,Yes,Yes
708,1177,708,38,2,3.7,4,4,Yes,Yes
709,1,709,50,3,3.4,2,6,Yes,Yes
710,732,710,79,3,4.6,4,5,Yes,Yes
711,1107,711,91,2,4.1,1,5,Yes,Yes
712,253,712,60,2,3.5,5,1,Yes,Yes
713,206,713,81,3,3.8,3,4,Yes,Yes
714,685,714,90,3,2.6,1,2,Yes,Yes
715,760,715,70,1,4.4,6,6,Yes,Yes
716,802,716,63,2,2.6,6,2,Yes,Yes
717,895,717,29,2,3.6,5,2,Yes,Yes
718,1537,718,90,2,4.2,4,2,Yes,Yes
719,1199,719,22,3,4.6,1,5,Yes,Yes
720,1324,720,22,3,3.3,6,4,Yes,Yes
721,874,721,62,1,3.4,1,3,Yes,Yes
722,160,722,57,3,4.4,4,4,Yes,Yes
723,1721,723,32,3,4.3,5,6,Yes,Yes
724,867,724,53,1,3.5,2,2,Yes,Yes
725,1814,725,79,1,4.7,2,6,Yes,Yes
726,599,726,61,4,3.1,2,5,Yes,Yes
727,1326,727,78,3,3.6,5,4,Yes,Yes
728,1724,728,97,4,4.8,3,4,Yes,Yes
729,827,729,78,4,3.7,4,4,Yes,Yes
730,1600,730,56,3,3.2,6,2,Yes,Yes
731,250,731,25,3,3.9,6,5,Yes,Yes
732,330,732,28,2,3.5,3,3,Yes,Yes
733,1165,733,57,2,2.8,2,2,Yes,Yes
734,371,734,36,1,2.7,2,1,Yes,Yes
735,1220,735,69,4,3.1,6,2,Yes,Yes
736,1635,736,48,1,3.6,6,1,Yes,Yes
737,377,737,58,2,2.9,4,1,Yes,Yes
738,1641,738,24,2,3.6,5,6,Yes,Yes
739,1613,739,31,4,3.5,3,1,Yes,Yes
740,1365,740,29,3,3.5,2,3,Yes,Yes
741,825,741,69,3,2.8,1,4,Yes,Yes
742,1823,742,79,3,4.7,4,3,Yes,Yes
743,966,743,39,3,3.1,4,2,Yes,Yes
744,1606,744,84,1,4.9,5,3,Yes,Yes
745,266,745,66,2,4.1,4,4,Yes,Yes
746,1763,746,92,1,4.7,3,5,Yes,Yes
747,1056,747,45,4,2.5,4,3,Yes,Yes
748,1313,748,74,2,4.4,6,4,Yes,Yes
749,585,749,39,1,3.9,1,3,Yes,Yes
750,1123,750,71,4,3.7,1,5,Yes,Yes
751,1769,751,95,1,3.4,1,3,Yes,Yes
752,445,752,72,1,4.8,3,3,Yes,Yes
753,1110,753,85,1,4.2,2,1,Yes,Yes
754,261,754,54,1,3.4,3,6,Yes,Yes
755,450,755,41,2,2.9,2,6,Yes,Yes
756,334,756,24,2,3.3,6,3,Yes,Yes
757,121,757,99,3,4.8,2,5,Yes,Yes
758,693,758,32,1,3.8,4,6,Yes,Yes
759,1249,759,71,3,4.6,1,1,Yes,Yes
760,430,760,49,4,2.6,1,4,Yes,Yes
761,508,761,50,1,3.4,3,3,Yes,Yes
762,882,762,91,1,4.2,3,2,Yes,Yes
763,100,763,46,1,3.9,3,5,Yes,Yes
764,1699,764,50,2,2.9,4,1,Yes,Yes
765,1451,765,39,1,4.2,1,3,Yes,Yes
766,1490,766,99,3,3.0,1,6,Yes,Yes
767,463,767,48,4,3.6,5,4,Yes,Yes
768,316,768,77,1,2.5,2,4,Yes,Yes
769,64,769,95,2,2.6,5,2,Yes,Yes
770,1567,770,100,2,4.3,3,6,Yes,Yes
771,1481,771,54,2,3.3,6,2,Yes,Yes
772,1681,772,68,1,2.6,3,4,Yes,Yes
773,812,773,22,1,3.6,2,3,Yes,Yes
774,589,774,84,4,2.6,6,2,Yes,Yes
775,627,775,46,3,3.5,3,5,Yes,Yes
776,552,776,53,4,3.0,5,6,Yes,Yes
777,1196,777,60,2,5.0,5,5,Yes,Yes
778,1597,778,32,2,2.5,3,2,Yes,Yes
779,1571,779,50,3,2.9,2,6,Yes,Yes
780,391,780,94,2,4.6,3,2,Yes,Yes
781,1278,781,26,2,3.6,6,3,Yes,Yes
782,1096,782,44,4,3.0,5,6,Yes,Yes
783,684,783,57,3,4.5,5,5,Yes,Yes
784,1765,784,65,4,4.5,4,4,Yes,Yes
785,826,785,72,4,3.2,4,6,Yes,Yes
786,1365,786,62,2,4.0,1,4,Yes,Yes
787,638,787,21,4,4.8,3,2,Yes,Yes
788,554,788,85,2,3.7,1,3,Yes,Yes
789,1016,789,51,3,3.8,6,6,Yes,Yes
790,561,790,84,1,2.7,6,5,Yes,Yes
791,1705,791,37,3,4.9,6,6,Yes,Yes
792,1138,792,44,3,3.1,3,1,Yes,Yes
793,1496,793,45,2,4.2,6,4,Yes,Yes
794,951,794,35,3,3.8,2,3,Yes,Yes
795,66,795,50,4,4.2,1,6,Yes,Yes
796,1038,796,26,3,4.6,2,6,Yes,Yes
797,1588,797,78,1,4.0,4,1,Yes,Yes
798,334,798,82,1,4.0,2,1,Yes,Yes
799,1569,799,39,2,3.8,2,1,Yes,Yes
800,69,800,55,3,3.3,6,3,Yes,Yes
801,1574,801,20,3,2.6,3,3,Yes,Yes
802,68,802,29,1,4.9,3,2,Yes,Yes
803,981,803,41,4,3.5,6,4,Yes,Yes
804,1322,804,38,4,2.8,3,2,Yes,Yes
805,253,805,47,3,2.6,2,6,Yes,Yes
806,387,806,30,3,3.7,6,4,Yes,Yes
807,800,807,56,3,2.7,3,5,Yes,Yes
808,1795,808,89,4,3.3,1,2,Yes,Yes
809,1245,809,96,1,4.6,5,4,Yes,Yes
810,262,810,81,1,4.9,5,4,Yes,Yes
811,1137,811,83,1,4.9,4,6,Yes,Yes
812,1482,812,35,4,2.7,4,3,Yes,Yes
813,254,813,56,3,3.2,5,5,Yes,Yes
814,558,814,45,3,2.9,3,6,Yes,Yes
815,1200,815,62,4,3.8,2,2,Yes,Yes
816,600,816,84,2,3.0,2,4,Yes,Yes
817,1681,817,24,3,3.9,3,6,Yes,Yes
818,553,818,21,2,4.7,3,6,Yes,Yes
819,1199,819,91,4,4.9,2,6,Yes,Yes
820,1663,820,36,4,4.8,1,4,Yes,Yes
821,1495,821,39,2,2.5,2,1,Yes,Yes
822,684,822,39,2,3.9,2,5,Yes,Yes
823,1171,823,59,4,3.4,2,5,Yes,Yes
824,1629,824,27,4,2.5,5,3,Yes,Yes
825,187,825,94,2,3.0,6,6,Yes,Yes
826,131,826,94,1,3.6,6,4,Yes,Yes
827,405,827,94,4,3.6,3,5,Yes,Yes
828,1287,828,51,1,4.1,3,3,Yes,Yes
829,1563,829,62,1,3.7,1,1,Yes,Yes
830,1583,830,57,2,3.1,4,1,Yes,Yes
831,1339,831,76,1,4.2,2,2,Yes,Yes
832,474,832,63,3,4.3,4,2,Yes,Yes
833,730,833,80,1,2.5,3,2,Yes,Yes
834,542,834,68,1,3.5,4,5,Yes,Yes
835,30,835,89,3,3.1,4,3,Yes,Yes
836,227,836,26,3,2.5,4,4,Yes,Yes
837,455,837,90,4,3.9,5,6,Yes,Yes
838,660,838,28,2,4.9,3,2,Yes,Yes
839,320,839,29,2,4.3,1,2,Yes,Yes
840,1179,840,31,2,2.6,2,3,Yes,Yes
841,1179,841,24,3,4.2,1,1,Yes,Yes
842,1696,842,88,3,2.6,6,6,Yes,Yes
843,1206,843,87,2,3.6,6,2,Yes,Yes
844,698,844,80,3,3.2,2,2,Yes,Yes
845,1032,845,48,4,4.4,5,2,Yes,Yes
846,132,846,21,4,3.7,5,5,Yes,Yes
847,257,847,72,2,3.7,1,2,Yes,Yes
848,659,848,44,1,4.1,1,5,Yes,Yes
849,1048,849,73,1,3.6,5,6,Yes,Yes
850,837,850,61,2,4.3,4,2,Yes,Yes
851,1254,851,20,4,2.6,1,6,Yes,Yes
852,1056,852,86,3,2.9,3,2,Yes,Yes
853,388,853,60,2,4.2,6,4,Yes,Yes
854,594,854,43,4,4.0,5,3,Yes,Yes
855,943,855,44,2,4.3,1,3,Yes,Yes
856,1535,856,76,2,3.0,2,1,Yes,Yes
857,1190,857,33,3,3.5,4,2,Yes,Yes
858,1312,858,60,1,3.0,2,5,Yes,Yes
859,740,859,26,1,3.1,5,3,Yes,Yes
860,695,860,73,4,4.0,3,4,Yes,Yes
861,1269,861,87,2,4.1,4,5,Yes,Yes
862,1447,862,100,2,3.3,5,1,Yes,Yes
863,317,863,84,4,4.9,5,5,Yes,Yes
864,1479,864,41,3,3.9,5,5,Yes,Yes
865,837,865,59,4,3.9,5,4,Yes,Yes
866,147,866,26,4,4.8,1,6,Yes,Yes
867,1631,867,69,3,2.7,3,3,Yes,Yes
868,770,868,20,2,3.1,4,3,Yes,Yes
869,397,869,83,3,3.2,3,4,Yes,Yes
870,622,870,54,2,2.7,5,1,Yes,Yes
871,678,871,66,1,2.5,2,5,Yes,Yes
872,530,872,42,2,2.6,1,4,Yes,Yes
873,827,873,33,2,2.9,2,5,Yes,Yes
874,257,874,77,3,4.2,5,3,Yes,Yes
875,760,875,65,1,4.4,5,3,Yes,Yes
876,1023,876,39,3,4.1,6,3,Yes,Yes
877,73,877,51,3,3.8,6,1,Yes,Yes
878,540,878,65,4,4.9,6,4,Yes,Yes
879,1647,879,89,3,4.9,2,2,Yes,Yes
880,1433,880,76,2,4.1,3,3,Yes,Yes
881,15,881,75,2,3.1,6,2,Yes,Yes
882,1057,882,61,3,2.7,3,4,Yes,Yes
883,246,883,35,1,3.8,2,4,Yes,Yes
884,1504,884,37,1,4.3,6,3,Yes,Yes
885,1401,885,91,4,4.1,6,2,Yes,Yes
886,382,886,99,1,4.4,3,3,Yes,Yes
887,1355,887,54,3,3.6,5,2,Yes,Yes
888,524,888,47,4,3.3,3,1,Yes,Yes
889,1133,889,77,2,3.6,6,2,Yes,Yes
890,120,890,84,1,2.8,6,3,Yes,Yes
891,491,891,51,2,4.3,3,1,Yes,Yes
892,1433,892,26,3,3.9,6,6,Yes,Yes
893,1314,893,64,3,2.7,6,3,Yes,Yes
894,39,894,51,2,4.7,4,2,Yes,Yes
895,670,895,60,2,3.8,6,3,Yes,Yes
896,651,896,69,2,4.7,4,4,Yes,Yes
897,892,897,29,2,4.7,3,2,Yes,Yes
898,1191,898,91,2,3.4,5,2,Yes,Yes
899,82,899,70,2,3.5,3,1,Yes,Yes
900,1710,900,58,3,4.0,4,5,Yes,Yes
901,588,901,98,1,3.3,2,3,Yes,Yes
902,1108,902,68,3,4.7,4,1,Yes,Yes
903,605,903,44,3,2.8,4,4,Yes,Yes
904,751,904,45,4,3.3,1,2,Yes,Yes
905,1760,905,99,2,2.9,3,3,Yes,Yes
906,416,906,68,2,2.8,3,5,Yes,Yes
907,979,907,56,2,4.2,4,5,Yes,Yes
908,1681,908,43,4,4.4,5,2,Yes,Yes
909,1642,909,99,4,3.6,2,3,Yes,Yes
910,83,910,56,1,2.7,4,2,Yes,Yes
911,710,911,25,2,3.4,1,2,Yes,Yes
912,963,912,74,4,2.8,2,1,Yes,Yes
913,684,913,56,4,3.4,1,4,Yes,Yes
914,1498,914,47,1,2.6,1,4,Yes,Yes
915,382,915,67,3,4.1,5,5,Yes,Yes
916,382,916,22,4,2.9,4,6,Yes,Yes
917,836,917,34,2,2.7,2,5,Yes,Yes
918,1707,918,64,2,3.7,4,5,Yes,Yes
919,1341,919,42,2,4.3,2,1,Yes,Yes
920,1168,920,82,4,2.6,5,1,Yes,Yes
921,134,921,81,3,4.3,3,3,Yes,Yes
922,307,922,24,3,4.1,6,2,Yes,Yes
923,1479,923,60,1,4.2,6,5,Yes,Yes
924,1203,924,24,2,4.2,5,1,Yes,Yes
925,1587,925,78,4,3.1,3,5,Yes,Yes
926,812,926,88,4,4.9,3,2,Yes,Yes
927,855,927,63,2,4.4,5,2,Yes,Yes
928,1455,928,78,3,4.4,1,5,Yes,Yes
929,438,929,37,4,3.4,1,6,Yes,Yes
930,263,930,94,1,4.5,6,1,Yes,Yes
931,1757,931,78,1,4.5,3,6,Yes,Yes
932,331,932,36,4,4.1,2,5,Yes,Yes
933,1383,933,24,4,3.2,6,5,Yes,Yes
934,1485,934,84,2,2.7,4,6,Yes,Yes
935,851,935,47,2,3.7,1,2,Yes,Yes
936,674,936,51,1,2.6,3,6,Yes,Yes
937,1273,937,84,3,2.7,4,3,Yes,Yes
938,1338,938,24,3,2.7,4,2,Yes,Yes
939,201,939,97,1,4.8,1,3,Yes,Yes
940,1758,940,89,4,4.8,6,4,Yes,Yes
941,119,941,44,2,2.6,5,6,Yes,Yes
942,510,942,35,4,4.5,1,1,Yes,Yes
943,394,943,91,4,3.2,2,2,Yes,Yes
944,587,944,63,4,3.8,5,4,Yes,Yes
945,115,945,97,2,4.8,4,2,Yes,Yes
946,262,946,38,3,4.1,4,6,Yes,Yes
947,356,947,24,2,2.8,5,4,Yes,Yes
948,168,948,32,4,3.9,2,6,Yes,Yes
949,593,949,90,3,4.9,6,2,Yes,Yes
950,824,950,36,3,3.4,2,5,Yes,Yes
951,65,951,37,4,4.1,2,3,Yes,Yes
952,394,952,51,3,2.9,6,2,Yes,Yes
953,636,953,71,1,3.1,1,1,Yes,Yes
954,1650,954,50,2,3.6,3,1,Yes,Yes
955,639,955,74,1,3.5,6,5,Yes,Yes
956,375,956,75,3,3.4,6,3,Yes,Yes
957,1224,957,99,2,2.9,6,1,Yes,Yes
958,1160,958,23,2,4.7,1,6,Yes,Yes
959,1516,959,53,4,4.4,2,3,Yes,Yes
960,1407,960,99,2,2.6,2,5,Yes,Yes
961,931,961,48,2,4.4,4,5,Yes,Yes
962,231,962,72,1,3.7,6,4,Yes,Yes
963,1607,963,64,2,4.4,2,5,Yes,Yes
964,226,964,63,2,2.5,2,1,Yes,Yes
965,1038,965,51,2,2.6,1,4,Yes,Yes
966,220,966,55,2,5.0,4,6,Yes,Yes
967,392,967,55,2,4.9,2,2,Yes,Yes
968,712,968,26,3,3.7,4,6,Yes,Yes
969,1314,969,67,3,3.1,4,4,Yes,Yes
970,347,970,31,1,3.2,4,2,Yes,Yes
971,842,971,66,4,4.4,5,3,Yes,Yes
972,1627,972,67,3,4.3,1,4,Yes,Yes
973,1458,973,61,4,3.0,6,5,Yes,Yes
974,769,974,75,1,3.5,6,1,Yes,Yes
975,1402,975,90,2,3.6,3,1,Yes,Yes
976,1708,976,40,3,3.8,1,1,Yes,Yes
977,1776,977,90,1,3.6,5,2,Yes,Yes
978,87,978,20,2,4.6,3,2,Yes,Yes
979,477,979,40,3,2.5,2,5,Yes,Yes
980,630,980,33,1,3.5,6,6,Yes,Yes
981,268,981,98,2,4.0,1,3,Yes,Yes
982,103,982,42,2,3.5,4,4,Yes,Yes
983,349,983,62,3,3.2,6,5,Yes,Yes
984,589,984,45,4,3.5,3,3,Yes,Yes
985,1265,985,78,3,3.4,2,3,Yes,Yes
986,533,986,80,1,5.0,3,2,Yes,Yes
987,1141,987,96,2,4.5,3,6,Yes,Yes
988,530,988,47,3,2.8,5,2,Yes,Yes
989,975,989,84,4,4.9,6,1,Yes,Yes
990,1258,990,31,2,3.1,1,6,Yes,Yes
991,1665,991,63,2,4.8,5,6,Yes,Yes
992,1379,992,97,2,2.7,4,5,Yes,Yes
993,756,993,99,4,4.6,3,2,Yes,Yes
994,1053,994,90,4,4.4,2,6,Yes,Yes
995,1255,995,68,1,3.2,5,2,Yes,Yes
996,893,996,80,2,3.0,6,1,Yes,Yes
997,1027,997,91,3,4.9,1,5,Yes,Yes
998,967,998,30,2,3.6,4,2,Yes,Yes
999,1280,999,90,2,3.8,6,4,Yes,Yes
1000,1532,1000,28,2,2.9,6,5,Yes,Yes
1001,1566,1001,46,4,3.9,3,2,Yes,Yes
1002,402,1002,60,1,3.6,3,5,Yes,Yes
1003,1280,1003,59,2,3.5,3,6,Yes,Yes
1004,612,1004,68,1,4.0,2,6,Yes,Yes
1005,22,1005,79,3,4.8,2,1,Yes,Yes
1006,27,1006,94,4,3.9,3,6,Yes,Yes
1007,991,1007,83,3,4.5,3,4,Yes,Yes
1008,507,1008,62,2,4.8,6,5,Yes,Yes
1009,1126,1009,85,2,2.6,2,6,Yes,Yes
1010,694,1010,30,3,3.1,1,2,Yes,Yes
1011,854,1011,24,2,4.7,5,1,Yes,Yes
1012,8,1012,25,2,2.9,5,4,Yes,Yes
1013,1035,1013,37,3,3.8,2,2,Yes,Yes
1014,135,1014,69,3,3.8,1,1,Yes,Yes
1015,1279,1015,97,3,3.0,1,5,Yes,Yes
1016,463,1016,24,3,4.1,4,5,Yes,Yes
1017,130,1017,30,3,3.4,2,2,Yes,Yes
1018,741,1018,53,1,2.5,2,2,Yes,Yes
1019,427,1019,70,2,4.9,3,4,Yes,Yes
1020,1209,1020,76,4,2.8,4,5,Yes,Yes
1021,1112,1021,95,1,4.5,1,2,Yes,Yes
1022,343,1022,51,4,4.9,3,1,Yes,Yes
1023,536,1023,41,4,4.9,2,6,Yes,Yes
1024,1664,1024,71,4,3.5,1,3,Yes,Yes
1025,1786,1025,66,3,3.5,4,3,Yes,Yes
1026,1197,1026,84,4,4.9,1,3,Yes,Yes
1027,524,1027,95,4,3.0,6,2,Yes,Yes
1028,879,1028,90,3,2.8,2,4,Yes,Yes
1029,707,1029,36,3,3.7,6,5,Yes,Yes
1030,473,1030,22,2,3.6,3,1,Yes,Yes
1031,292,1031,89,4,3.3,3,4,Yes,Yes
1032,1058,1032,50,2,3.4,2,3,Yes,Yes
1033,251,1033,36,1,4.0,1,3,Yes,Yes
1034,999,1034,52,2,4.6,3,3,Yes,Yes
1035,1561,1035,29,1,4.2,6,4,Yes,Yes
1036,167,1036,89,1,2.8,6,2,Yes,Yes
1037,548,1037,47,1,3.7,3,1,Yes,Yes
1038,929,1038,25,2,3.4,1,5,Yes,Yes
1039,1004,1039,74,1,3.0,1,2,Yes,Yes
1040,96,1040,46,1,4.8,5,5,Yes,Yes
1041,841,1041,22,1,4.0,6,4,Yes,Yes
1042,1198,1042,25,3,4.9,6,4,Yes,Yes
1043,97,1043,80,2,4.9,6,4,Yes,Yes
1044,820,1044,76,2,3.3,1,1,Yes,Yes
1045,812,1045,30,3,4.4,3,4,Yes,Yes
1046,1678,1046,79,1,3.5,2,1,Yes,Yes
1047,1485,1047,22,4,4.2,3,5,Yes,Yes
